Input_SMILES,Predicted_SMILES,Input_Groups,Predicted_Groups
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccccn4,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccccc4,"NC,c1ccccc1","NC,c1ccccc1"
Cc1ccc(cc1)S(=O)(=O)NNC(=O)Nc2ccc(cc2)S(=O)(=O)N,Cc1ccc(cc1)S(=O)(=O)NC(=O)Nc2ccc(cc2)S(=O)(=O)N,"NC,c1ccccc1","NC,c1ccccc1"
NS(=O)(=O)c1nnc(NC(=O)Cc2ccc(Cl)cc2)s1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
Clc1ccc(s1)S(=O)(=O)NC2CCN(CCOc3ccccc3)C2,Clc1ccc(cc1)S(=O)(=O)NCCN(CC2c3ccccc3)CC2,"NC,c1ccccc1","NC,c1ccccc1"
N#CCc1ccsc1,N#Cc1cccnc1,No group,No group
COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(cc3)c4ccccn4)CC2,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(cc3)c4ccccc4)CC2,"NC,c1ccccc1","NC,c1ccccc1"
COC(=O)Nc1ccccc1Br,COC(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
CC(=O)Nc1cc(C)c(O)cc1C,CC(=O)Nc1ccc(C)c(O)c1,"NC,c1ccccc1","NC,c1ccccc1"
Nc1ccc(Cl)c(Cl)c1Cl,Nc1ccc(Cl)c(Cl)c1,"Nc,c1ccccc1","Nc,c1ccccc1"
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,COc1ccc(CN(C(C)C)c3ccccc3)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CCc1cccc2C[C@@H]3CNCCN3C(=O)c12,CN1CC2C[C@@H]3NCCN3C(=O)c2c1,"NC,c1ccccc1","NC,C=C,C=C(C=O)"
COc1cc(C(=O)NN)ccn1,COc1cc(C(=O)O)ccn1,NC,No group
CC(=O)Nc1ccc(Br)cc1C,CC(=O)Nc1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
NS(=O)(=O)c1ccc(cc1)\N=C\c2ccc(Br)cc2O,NS(=O)(=O)c1ccc(cc1)C=C\c2ccc(O)cc2,"Nc,c1ccccc1","C=C,c1ccccc1"
CC(=O)N(C)Nc1ccccc1,CC(=O)N(C)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
Clc1ccc(cc1)N2CCN(Cc3cn4ccccc4n3)CC2,Clc1ccc(cc1)N2CCN(CCCCN3C4ccccc4n3)CC2,"NC,c1ccccc1","NC,C=C,c1ccccc1"
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Br,Nc1nc(Cc2cnc(N)nc2N)cc(OC)c1OC,"Nc,c1ccccc1",Nc
Cc1cccc(C)c1NC(=O)CCCCN,Cc1cccc(C)c1NC(=O)c2ccccc2,"NC,c1ccccc1","NC,c1ccccc1"
CC(C)OC(=O)C(N)Cc1ccc(O)c(O)c1,CC(C)NC(=O)N(N)Cc1ccc(O)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
CCOC(=O)c1cc(O)cc(O)c1,CCOC(=O)c1ccc(O)c(O)c1,c1ccccc1,c1ccccc1
COc1ccc(\C=C\Cc2ccccc2\C=C\C(=O)O)cc1,COc1ccc(\C=C\CCC=C\C(=O)O)cc1,"C=C,C=C(C=O),c1ccccc1","C=C,C=C(C=O),c1ccccc1"
NCCc1cccnc1,NCCc1ccccc1,NC,"NC,c1ccccc1"
NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(F)cc2)cc1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(F)cc2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
Oc1c(F)cccc1F,c1ccc(F)cccc1F,c1ccccc1,C=C
NC(=S)c1ccccc1,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
Oc1cc(F)ccc1F,c1ccc(Br)cccc1,c1ccccc1,C=C
CCCCCCC1(c2ccncc2)CCC(=O)NC1=O,CCCCCCCCC(CC1)CCC(=O)NC1=O,NC,NC
CCOC(=O)c1ccccc1N,CCOC(=O)c1ccccc1,"Nc,c1ccccc1",c1ccccc1
COc1ccc(C(=O)NN)cc1,Cc1ccc(C(=O)O)cc1,"NC,c1ccccc1",c1ccccc1
CN(NC(=S)Nc1ccccc1)C(=O)c1ccccc1,CN(CC(=O)c1ccccc1)C(=O)O,"NC,c1ccccc1","NC,c1ccccc1"
COc1ccc(C)cc1N,COc1ccc(C)cc1,"Nc,c1ccccc1",c1ccccc1
CN(C)C(N(C)C)=S(I)c1cc(Cl)c(Cl)cc1Cl,CN(C)C(N(C)C)S(I)c1ccc(Cl)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
NNC(=O)Nc1ccccc1O,NS(=O)Nc1ccccc1,"NC,c1ccccc1","Nc,c1ccccc1"
NCCCCc1cccnc1,NCCc1ccccc1,NC,"NC,c1ccccc1"
NS(=O)(=O)c1ccc(s1)c2cn(nn2)c3cccc4ccccc34,NS(=O)(=O)c1ccc(cc1)c2ccc(nn2)c3ccccc3,c1ccccc1,c1ccccc1
CCCCCc1ccccc1,CCCCc1ccccc1,c1ccccc1,c1ccccc1
COc1ccc(NC(=O)N(C)C)cc1Cl,COc1ccc(NC(=O)C(C)C)cc1,"NC,c1ccccc1","NC,c1ccccc1"
Clc1ccc(cc1Cl)N2CCN(Cc3cn4ccccc4n3)CC2,Clc1ccc(cc1)N2CCN(CCCCN3C4ccccc4n3)CC2,"NC,c1ccccc1","NC,C=C,c1ccccc1"
N#CC(C#N)=Cc1ccc(Cl)o1,N#CC1CC(C#N)=NN(C)cc1,C=C,"NC,C=C"
COc1ccc(cc1)C(=O)Nc2ccccc2N,COc1ccc(cc1)C(=O)Nc2ccccc2,"NC,c1ccccc1","NC,c1ccccc1"
CNC(=O)Oc1cc(C)c(Cl)cc1C,CNC(=O)c1ccc(C)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
CC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,CC1(NC=O)C(=O)C(=O)NC1=O,"NC,C=C",NC
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1,Clc1ccc(c2ccc(Cl)c(Cl)c2Cl)cc1,c1ccccc1,c1ccccc1
NC(=O)c1cc(-c2ccccc2)sc1Nc1ccc(F)cn1,NC(=O)c1cccc(c2ccccc2)cN(F)cc1,"NC,c1ccccc1","NC,c1ccccc1"
NS(=O)(=O)c1ccc(NC(=O)N2CCN(CC2)c3ccc(Cl)cc3)cc1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(CC2)c3ccc(Cl)cc3)cc1,"NC,c1ccccc1","NC,C=C,c1ccccc1"
CCOP(=O)(OCC)Oc1ccc(SC)cc1Cl,CS(=O)(OCC)Oc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
NC(=S)c1ccccn1,NC(=O)c1ccccc1,NC,"NC,c1ccccc1"
O=C(O)COc1ccc(F)cc1,O=C(O)c1ccc(Br)cc1,c1ccccc1,c1ccccc1
CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N,CC(=O)Nc1ccc(cc1)C(=O)NCC,"NC,c1ccccc1","NC,c1ccccc1"
Fc1ccc(CCN2CCCC(CNCCOC(c3ccccc3)c4ccccc4)C2)cc1,COc1ccc(N2CCNCCN(CC2CC2(F)c4ccccc4)CC2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
NC(=O)Nc1ccc(Cl)c(Cl)c1,NC(=O)c1ccc(Cl)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
COc1cc(Cl)c(Cl)c(Cl)c1OC,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,c1ccccc1,c1ccccc1
NS(=O)(=O)c1ccc(NC(=O)CCS)cc1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccccc2)cc1,"NC,CCS,c1ccccc1","NC,c1ccccc1"
COCC(=O)Nc1ccc(Cl)c(Cl)c1,CCNC(=O)c1ccc(O)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
Nc1ncnc2c1ncn2[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O,Nc1ncnc2c1ncn2[C@@H]3O[C@@H](CO)[C@@H](O)[C@H]3O,Nc,Nc
NC(=O)c1ccc(I)cc1,NC(=O)c1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21,ONC(=O)C(C(c2ccccc2)O)c3ccc(Cl)cc3,"NC,C=C,c1ccccc1","NC,c1ccccc1"
Oc1c(Cl)cc(Cl)cc1Cl,Clc1cc(Cl)cc(Cl)c1,c1ccccc1,c1ccccc1
CCCCOP(=O)(OCCCC)OCCCC,CCCCCCCCCS(=O)(O)N1CC1,No group,"NC,CCS"
CC(C)CC(NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(C)N(NC(=O)C(C)Cc1ccccc1)C(=O)O,"NC,c1ccccc1","NC,c1ccccc1"
NS(=O)(=O)Nc1ccc(NC(=O)NCc2ccccc2)cc1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccccc2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CC1(C)C2CCC1(C)C(O)C2,CC1(C)C(C)C(O)C1O,No group,No group
O=C(Nc1ccccc1)Oc1ccccc1,O=C(c1ccccc1)c1ccccc1,"NC,c1ccccc1",c1ccccc1
CC(C)(C)NC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,CC(C)(C)c1ccc(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,"NC,c1ccccc1","NC,C=C,c1ccccc1"
COc1ccc(cc1)c2cn(nn2)c3ccc(cc3)S(=O)(=O)N,COc1ccc(cc1)c2ccc(nn2)c3ccc(cc3)S(=O)(=O)N,c1ccccc1,c1ccccc1
COC(=O)C(N)Cc1ccc(O)c(O)c1,COC(=O)C(C)=Cc1ccc(O)c(O)c1,"NC,c1ccccc1","C=C,C=C(C=O),c1ccccc1"
O=C(c1ccccc1)c1cccnc1,O=C(c1ccccc1)c1ccccc1,c1ccccc1,c1ccccc1
O=C1NC(=O)C2(CCCC2)C(=O)N1,O=C1NC(=O)N(C)C(=O)N1,NC,No group
CCC(=O)c1ccccc1O,CC(=O)c1ccccc1,c1ccccc1,c1ccccc1
CN(C)N=Nc1ccc(C(=O)O)cc1,CN(C)C=Nc1ccc(C(=O)O)cc1,"NC,c1ccccc1","NC,c1ccccc1"
Clc1cccc(N2CCN(CCCCNS(=O)(=O)c3cnc4ccccc4c3)CC2)c1Cl,CN1CCN(N2CCN(CCCCNCS(=O)(=O)c3ccc4ccccc4c3)CC2)c1Cl,"NC,c1ccccc1","NC,c1ccccc1"
COc1ccc(cc1)C2CN(C)Cc3cc(OCCCN4CCC(CO)CC4)ccc23,COc1ccc(cc1)C2CN(C)Cc3cc(OCCCN4CCN(F)CC4)ccc23,"NC,c1ccccc1","NC,c1ccccc1"
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36O,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36,"NC,c1ccccc1","NC,c1ccccc1"
SCCCCCC(=O)Nc1ccccc1,CNCNC(=O)Nc1ccccc1,"NC,CCS,c1ccccc1","NC,c1ccccc1"
Clc1cccc(OC(C2CCNCC2)c3ccncc3)c1Cl,Clc1cccc(N2CCN(NCC2)c3ccccc3)c1,"NC,c1ccccc1","NC,c1ccccc1"
COc1cccc(NC(=O)\C=C\c2ccccc2)c1,COc1cc(NC(=O)C=C\c2ccccc2)c1,"NC,C=C,C=C(C=O),c1ccccc1","NC,C=C,C=C(C=O),c1ccccc1"
CCOC(=O)c1cnc(NCc2ccc(Cl)cc2)n3nc(nc13)c4occc4,CCOC(=O)c1ccc(NC(cc2)cc2)c3ccc(nc13)c4occc4,"NC,c1ccccc1","NC,C=C,c1ccccc1"
CCCOC(=O)c1ccccc1O,CNC(=O)c1ccccc1,c1ccccc1,"NC,c1ccccc1"
COC(=O)Nc1ccccc1I,COC(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
C=CCSc1ccccc1,C=Cc1ccccc1,"C=C,CCS,c1ccccc1","C=C,c1ccccc1"
CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N,CC(C)C[C@H](NC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N,"NC,c1ccccc1","NC,c1ccccc1"
COc1ccc(CN(C)N=O)cc1,COc1ccc(CN(C)C=O)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CCN(C)N=Nc1ccc(C(N)=O)cc1,CN(C)N=Nc1ccc(C(N)=O)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CCOP(=S)(OCC)Oc1ccc(SC)cc1Cl,CCOP(=S)(OCC)Oc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
O=C(O)COc1ccc(Cl)c(Br)c1,O=C(O)c1ccc(Cl)c(Cl)c1,c1ccccc1,c1ccccc1
NC(=O)c1ccccc1Cl,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(Cc1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,c1ccccc1,c1ccccc1
COc1ccc(S(=O)(=O)c2ccc(N)cc2)c(OC)c1,COc1ccc(S(=O)(=O)c2ccc(N)cc2)c(N)c1,"Nc,c1ccccc1","Nc,c1ccccc1"
CCN(CC)C(=O)OCc1ccccc1,CCN(CC)C(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CN(C)CC(O)c1ccccc1,CN(C)CC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
C=CCN(CC=C)C(=O)COC(=O)c1ccccc1,C=C(CC=C)C(=O)NC(=O)c1ccccc1,"NC,C=C,c1ccccc1","NC,C=C,C=C(C=O),c1ccccc1"
O=C(O)CCCCCCCc1ccccc1,O=C(O)c1ccccc1c1ccccc1,c1ccccc1,c1ccccc1
O=C(O)CCC1=NS(=O)(=O)c2cc(Cl)c(Cl)cc2N1,O=C(O)NS=NS(=O)(=O)c2ccc(Cl)c(Cl)c2,"NC,c1ccccc1","NC,c1ccccc1"
OC(c1ccncc1)c2ccc(cc2)c3ccc(O)cc3,OC(c1ccccc1)c2ccc(cc2)c3ccc(Cl)cc3,c1ccccc1,c1ccccc1
NC(=O)c1c(F)cccc1Cl,NC(=O)c1ccc(F)cccc1,"NC,c1ccccc1","NC,C=C,C=C(C=O)"
Nc1ccc(Br)cc1,Nc1ccc(Cl)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
O=C(O)CCCCON=C(c1ccccc1)c1ncccn1,O=C(O)CC=C(c1ccccc1)c1ccccc1,c1ccccc1,"C=C,c1ccccc1"
COc1cc(C(=O)O)ccc1O,COc1cc(C(=O)O)c1,c1ccccc1,"C=C,C=C(C=O)"
O=C(O)c1c(F)cccc1Cl,O=C(O)Cc1ccc(Cl)cccc1,c1ccccc1,C=C
CNC(=O)Oc1ccc(SC)cc1,CNC(=O)c1ccc(N)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CCOP(=O)(OCC)Oc1c(Cl)cc(SC)cc1Cl,CS(=O)(OCC)Oc1ccc(Cl)c(Cl)c1,c1ccccc1,c1ccccc1
NCCc1ccncc1,NCCc1cccnc1,NC,NC
CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(CN5CCOCC5)c4)nc23)cc1,CS(=O)(=O)c1ccc(c2cccn3nc(Nc4ccc(C5CCNCCOCC5)cc4)nc23)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCCO,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C(C)C(O)C(=O)O,"NC,C=C,C=C(C=O)","C=C,C=C(C=O)"
CC(=O)C(=Cc1ccc(Cl)cc1)C(C)=O,CC(=O)C(Cc1ccc(Cl)cc1)C(C)=O,"C=C,C=C(C=O),c1ccccc1",c1ccccc1
NS(=O)(=O)c1ccc(cc1)c2oc(nc2)C3CC3,NS(=O)(=O)c1ccc(cc1)c2ccc(nn2)c3ccccc3,c1ccccc1,c1ccccc1
O=C(O)COc1cccc(C(F)(F)F)c1,O=C(O)Cc1ccc(C(F)(F)F)cc1,c1ccccc1,c1ccccc1
Fc1ccc(cc1Cl)S(=O)(=O)NCCCCN2CCN(CC2)c3nsc4ccccc34,COc1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3noc4ccccc34,"NC,c1ccccc1","NC,c1ccccc1"
NC(=O)c1c(F)cccc1Br,CCOC(=O)c1ccc(F)cccc1F,"NC,c1ccccc1","C=C,C=C(C=O)"
CCCCOCCO,CSc1ccccc1,No group,c1ccccc1
CN(C)CCOC(=O)c1ccccc1,CN(C)S(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CC(=O)Nc1ccc(Cl)cc1F,CC(=O)Nc1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
OCc1c(F)cccc1F,OCc1ccc(Cl)cccc1F,c1ccccc1,C=C
NC(=O)c1cccnc1,NC(=O)Nc1ccccc1,NC,"NC,c1ccccc1"
COc1ccc(N)cc1Cl,COc1ccc(N)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
Cc1cccc(C)c1NC(=O)CCCN,Cc1cccc(C)c1NC(=O)O,"NC,c1ccccc1","NC,c1ccccc1"
O=C(Nc1ccc(F)cc1)c1cc(Cl)cc(Cl)c1O,O=C(Nc1ccc(Cl)cc1)c1ccc(F)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
Cc1cc(C)nc(N)c1,Cc1cccc(C)nc(N)n1,Nc,"NC,C=C"
N#Cc1cccc(S(N)(=O)=O)c1,N#CC1CC(S(N)(=O)=O)cc1,c1ccccc1,"C=C,CCS"
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,Clc1ccc(Cl)c(c1)N2CCN(Cl)c(Cl)c2,c1ccccc1,"NC,C=C,c1ccccc1"
O=C(Cc1ccccc1)Nc1ccccc1,O=C(Nc1ccccc1)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)c1ccc(Br)cc1,O=C(O)c1ccc(Cl)cc1,c1ccccc1,c1ccccc1
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cccs4,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccccc4,"NC,c1ccccc1","NC,c1ccccc1"
Cc1ccc(CC(=O)O)cc1,Cc1ccc(C(=O)O)cc1,c1ccccc1,c1ccccc1
CC(=O)C=Cc1ccccc1F,CC(=O)C=Cc1ccccc1,"C=C,C=C(C=O),c1ccccc1","C=C,C=C(C=O),c1ccccc1"
O=C(N[C@@H](Cc1ccccc1)C(=O)NCC#N)OCc2ccccc2,O=C(C[C@@H](Cc1ccccc1)C(=O)NCC#N)c2ccccc2,"NC,c1ccccc1","NC,c1ccccc1"
CC(C)C(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CC(C)CC(=O)OC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,"C=C,C=C(C=O)","C=C,C=C(C=O)"
Cc1ccc(OC(=O)c2ccc(N)cc2O)cc1,Cc1ccc(NC(=O)c2ccc(N)cc2)cc1,"Nc,c1ccccc1","NC,c1ccccc1"
COc1ccc(C(C)=O)c(OC)c1OC,COc1ccc(C(C)O)c(O)c1,c1ccccc1,c1ccccc1
O=C(O)c1ccccn1,O=C(O)c1ccccc1,No group,c1ccccc1
CN1C(=O)C(=Cc2cnc(Nc3ccc(O)cc3)nc12)c4c(Cl)cccc4Cl,CN1C(=O)C(=Cc2cnc(Nc3ccc(Cl)cc3)nc12)c4ccc(O)cccc4Cl,"Nc,c1ccccc1","Nc,C=C,c1ccccc1"
CC(=O)NNC(=O)Nc1ccc(C)cc1,CC(=O)NC(=O)c1ccc(C)cc1,"NC,c1ccccc1","NC,c1ccccc1"
S=C(Nc1ccccc1)c1ccccc1,COC=C(c1ccccc1)c1ccccc1,"NC,c1ccccc1","C=C,c1ccccc1"
NCc1ccc(cc1)S(=O)(=O)N,Clc1ccc(cc1)S(=O)(=O)N,"NC,c1ccccc1",c1ccccc1
COc1ccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)cc1OC,COc1ccc(C(=O)N(C(=O)Cc2ccccc2)C(C)(C)C)cc1,"NC,c1ccccc1","NC,c1ccccc1"
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,Clc1cc(Cl)c(Cl)c(Cl)c1,c1ccccc1,c1ccccc1
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(Cl)nc4,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(Cl)cc4,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)c1c(O)cccc1O,O=C(O)Cc1ccc(O)cccc1O,c1ccccc1,C=C
CSc1nnc(C(C)C)c(=O)n1N,ClCc1nnc(C(C)C)c(O)n1,No group,No group
NNC(=O)Nc1ccccc1,NNC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CCCCNC(=O)c1ccc(S(N)(=O)=O)cc1,CS(=O)c1ccc(S(N)(=O)=O)cc1,"NC,c1ccccc1",c1ccccc1
CN(C)N=Nc1ccccc1I,CN(C)CCC=Nc1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CC1=CCC(C(C)C)=CC1,CC1=C(C(C)C)CC1,C=C,C=C
COC(=O)C(C#N)=NNc1cc(Cl)c(Cl)cc1Cl,COC(=O)C(C#N)=NNc1ccc(Cl)c(Cl)c1,"Nc,c1ccccc1","Nc,c1ccccc1"
COC(=O)[C@H]1CN(C)CC[C@@H]1c2ccc(Cl)cc2,COC(=O)[C@H]1C(C)CC[C@H]1c2ccc(Cl)cc2,"NC,c1ccccc1",c1ccccc1
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)\C=C\c7ccc(Cl)cc7,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)\C=C\c7ccc(O)cc7,"NC,C=C,C=C(C=O),c1ccccc1","NC,C=C,C=C(C=O),c1ccccc1"
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(OC(F)(F)F)cc2)n1,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,"NC,c1ccccc1","NC,c1ccccc1"
CC(O)COC(=O)C(N)Cc1ccc(O)c(O)c1,CC(=O)CC(=O)C(N)Cc1ccc(O)c(O)c1,"NC,c1ccccc1","NC,c1ccccc1"
CCN(CC)CCNC(=O)c1cc(F)cc(Cl)c1OC,CCN(CC)CCC(=O)c1ccc(Cl)c(F)c1,"NC,c1ccccc1","NC,c1ccccc1"
CCC(C)c1ccc(OC(=O)NC)cc1,CCC(C)c1ccc(OC(=O)O)cc1,"NC,c1ccccc1",c1ccccc1
ONC(=O)CNS(=O)(=O)c1ccccc1,ONC(=O)NS(=O)(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CCS(=O)c1c(Cl)cncc1Cl,CS(=O)c1cnc(Cl)cc1,CCS,No group
CC#Cc1cc(C)nc(Nc2ccccc2)n1,CC#CCOc1ccc(C)c(N)c1,"Nc,c1ccccc1","Nc,c1ccccc1"
Nc1nc(N)nc(-c2ccccc2)n1,Nc1nc(N)nc(c2ccccc2)c1,"Nc,c1ccccc1","Nc,c1ccccc1"
COc1ccccc1-c1ccc2cnc(Nc3cccc(N4CCN(CC(C)O)CC4)c3)nn12,COc1ccccc1N2CCNc1cccn2ncc(N(c3(C(C)CC4)CC4)cc3)n1,"NC,c1ccccc1","NC,C=C,c1ccccc1"
CCNC(=O)c1cc(Br)cc(C)c1O,CNC(=O)c1ccc(Cl)c(C)c1,"NC,c1ccccc1","NC,c1ccccc1"
COc1ccc(C(N)=S)cc1,COc1ccc(C(C)=NN)cc1,"NC,c1ccccc1",c1ccccc1
CCC(C)C(=O)Nc1ccccc1,CCC(C)C(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
CCCCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n4nc(nc24)c5occc5)n1,CCCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n4nc(nc24)c5occc5)n1,"NC,c1ccccc1","NC,c1ccccc1"
CCC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)CC)[C@@H](OC(=O)CC)[C@@H]1OC(=O)CC)n2cc(nn2)c3ccc(cc3)S(=O)(=O)N,CCC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)n2cc(nn2)c3ccc(cc3)S(=O)(=O)N,c1ccccc1,c1ccccc1
Cc1cccc(C)c1C,Cc1cccc(C)c1,c1ccccc1,c1ccccc1
NS(=O)(=O)Oc1ccc(NC(=O)Nc2c(Cl)cc(Cl)cc2Cl)cc1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
NC(=O)CCc1ccccc1,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CS(=O)(=O)Oc1cccc(NC(=O)Cc2ccccc2)c1,CS(=O)(=O)c1ccc(NC(=O)c2ccccc2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CCN(CC)C(=O)c1ccc(cc1)N(C2CCN(CCc3ccccc3)CC2)c4cccc(OC)c4,CCN(CC)C(=O)c1ccc(cc1)c2ccc(C2CCN(CC2)CC2)c4cccc(O)c4,"NC,c1ccccc1","NC,C=C,c1ccccc1"
CN(C)C(=O)OCc1ccccc1,CN(C)C(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1,CCN(CC)CCC(=O)c1ccc(Cl)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
NS(=O)(=O)c1ccc(CC\N=C\c2ccc(cc2)C#N)cc1,NS(=O)(=O)c1ccc(C\C=C\c2ccc(cc2)C#N)cc1,"NC,c1ccccc1","C=C,c1ccccc1"
CCC(N)C1(CCCCC1)c2ccc(Cl)c(Cl)c2,CCC(N)c1ccc(CCCCC1)c2ccc(Cl)c(Cl)c2,"NC,c1ccccc1","NC,C=C,c1ccccc1"
CNC(=O)Oc1ccc(I)cc1,CNC(=O)c1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
COc1ccc(OC)c(Cl)c1,COc1ccc(Cl)c(Cl)c1,c1ccccc1,c1ccccc1
CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)O,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](N)NC(=O)[C@H](N)Cc2ccc(O)cc2)C(=O)N,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)CCCCCc1ccccc1,O=C(O)c1ccccc1c1ccccc1,c1ccccc1,c1ccccc1
